VARIABLES="N","h=(1/N)^(1/3)","h^2=(1/N)^(2/3)","C_L","C_D","C_Dp","C_Dv","C_My","max_MUT"
# Hemisphere Cylinder Mach = 0.6, Re = 0.35 million based on cylinder diameter, Tref = 540 deg-R
#
# CFL3D on Hex grids (structured code):
ZONE, t="CFL3D SA-neg, FO turb, Structured, AoA=0-deg"
  147637  0.1892060109E-01  0.3579891456E-03  0.6136326233E-01  0.2835666541E-01  0.1633789586E-01  0.1201876955E-01 -0.1768671097E-01  0.3203371624E+03
   19683  0.3703703704E-01  0.1371742112E-02  0.7286558766E-01  0.4398244463E-01  0.3319698809E-01  0.1078545655E-01 -0.2583991343E-01  0.6869156122E+03
ZONE, t="FUN3D SA-neg, AoA=19, Tet"
71368353  0.2410819942E-02  0.5812052791E-05  0.8535345979E-01  0.3444726637E-01  0.2176545499E-01  0.1268181138E-01 -0.2536324448E-01  0.1327412819E+04
 8995153  0.4808361913E-02  0.2312034428E-04  0.8483696078E-01  0.3447525027E-01  0.2175376398E-01  0.1272148629E-01 -0.2525746665E-01  0.1063947706E+04
 1143081  0.9564031503E-02  0.9147069859E-04  0.8385707775E-01  0.3494030589E-01  0.2222544255E-01  0.1271486334E-01 -0.2511372842E-01  0.6666622111E+03
  147637  0.1892060109E-01  0.3579891456E-03  0.8453604570E-01  0.3835443406E-01  0.2587574773E-01  0.1247868632E-01 -0.2678664044E-01  0.4145119637E+03
   19683  0.3703703704E-01  0.1371742112E-02  0.9847652586E-01  0.5784528134E-01  0.4643349120E-01  0.1141179015E-01 -0.3778639424E-01  0.8495835362E+03

# FUN3D on Mixed grids:
ZONE, t="FUN3D, SA-neg, AoA=0, Prism/hex"
71368353  0.2410819942E-02  0.5812052791E-05 -0.1979613798E-08  0.1118942770E-01  0.9363742941E-03  0.1025305340E-01  0.3882020632E-09  0.1592016627E+03
 8995153  0.4808361913E-02  0.2312034428E-04 -0.4106313229E-08  0.1135479918E-01  0.1102871521E-02  0.1025192766E-01  0.8800484630E-09  0.1623762801E+03
 1143081  0.9564031503E-02  0.9147069859E-04 -0.9201246824E-08  0.1193014457E-01  0.1646091718E-02  0.1028405285E-01  0.8728978746E-09  0.1674492542E+03
  147637  0.1892060109E-01  0.3579891456E-03 -0.4320694921E-07  0.1347003008E-01  0.3034446570E-02  0.1043558351E-01  0.5114802181E-08  0.1617315231E+03
   19683  0.3703703704E-01  0.1371742112E-02 -0.3826002028E-06  0.1725929702E-01  0.6169338950E-02  0.1108995807E-01  0.3487737186E-07  0.1605500874E+03
ZONE, t="FUN3D, SA-neg, AoA=5, Prism/hex"
71368353  0.2410819942E-02  0.5812052791E-05  0.1484065707E-01  0.1224852289E-01  0.1657077865E-02  0.1059144503E-01 -0.2155197450E-02  0.2444127596E+03
 8995153  0.4808361913E-02  0.2312034428E-04  0.1487440286E-01  0.1241655245E-01  0.1827196820E-02  0.1058935563E-01 -0.2184473945E-02  0.2386402668E+03
 1143081  0.9564031503E-02  0.9147069859E-04  0.1508430814E-01  0.1300309755E-01  0.2391183354E-02  0.1061191420E-01 -0.2323716749E-02  0.2275096937E+03
  147637  0.1892060109E-01  0.3579891456E-03  0.1623213623E-01  0.1465021034E-01  0.3888304067E-02  0.1076190627E-01 -0.2973781381E-02  0.2127466263E+03
   19683  0.3703703704E-01  0.1371742112E-02  0.2140614256E-01  0.1896944522E-01  0.7498156334E-02  0.1147128889E-01 -0.5805421631E-02  0.2218317746E+03
ZONE, t="FUN3D, SA-neg, AoA=10, Prism/hex"
71368353  0.2410819942E-02  0.5812052791E-05  0.3411600899E-01  0.1603536856E-01  0.4633575592E-02  0.1140179297E-01 -0.7146820887E-02  0.4134971747E+03
 8995153  0.4808361913E-02  0.2312034428E-04  0.3422195062E-01  0.1622259645E-01  0.4821570696E-02  0.1140102575E-01 -0.7239390595E-02  0.3839067153E+03
 1143081  0.9564031503E-02  0.9147069859E-04  0.3467069879E-01  0.1685834837E-01  0.5453446663E-02  0.1140490171E-01 -0.7576348613E-02  0.3244213404E+03
  147637  0.1892060109E-01  0.3579891456E-03  0.3650107201E-01  0.1865621299E-01  0.7195936041E-02  0.1146027695E-01 -0.8648619241E-02  0.2357020172E+03
   19683  0.3703703704E-01  0.1371742112E-02  0.4525652957E-01  0.2401604358E-01  0.1196031008E-01  0.1205573350E-01 -0.1334131801E-01  0.1870621170E+03
ZONE, t="FUN3D, SA-neg, AoA=15, Prism/hex"
71368353  0.2410819942E-02  0.5812052791E-05  0.6031475800E-01  0.2400779805E-01  0.1186101080E-01  0.1214678725E-01 -0.1607187654E-01  0.9797559171E+03
 8995153  0.4808361913E-02  0.2312034428E-04  0.6037392176E-01  0.2419764514E-01  0.1204879932E-01  0.1214884581E-01 -0.1613826669E-01  0.8487750113E+03
 1143081  0.9564031503E-02  0.9147069859E-04  0.6070179070E-01  0.2486604530E-01  0.1270029088E-01  0.1216575441E-01 -0.1647951646E-01  0.6103863153E+03
  147637  0.1892060109E-01  0.3579891456E-03  0.6272362923E-01  0.2696462899E-01  0.1470049149E-01  0.1226413750E-01 -0.1793722506E-01  0.3065448844E+03
   19683  0.3703703704E-01  0.1371742112E-02  0.7336095282E-01  0.3358669036E-01  0.2087527411E-01  0.1271141625E-01 -0.2391570231E-01  0.1767620304E+03
ZONE, t="FUN3D, SA-neg, AoA=19, Prism/hex"
71368353  0.2410819942E-02  0.5812052791E-05  0.8607203763E-01  0.3466146649E-01  0.2210524561E-01  0.1255622087E-01 -0.2569183713E-01  0.1583801400E+04
 8995153  0.4808361913E-02  0.2312034428E-04  0.8608482778E-01  0.3484436531E-01  0.2228460460E-01  0.1255976071E-01 -0.2574622219E-01  0.1372249701E+04
 1143081  0.9564031503E-02  0.9147069859E-04  0.8628830849E-01  0.3551547949E-01  0.2293160310E-01  0.1258387639E-01 -0.2614943903E-01  0.9456661139E+03
  147637  0.1892060109E-01  0.3579891456E-03  0.8776185406E-01  0.3763704163E-01  0.2493410460E-01  0.1270293704E-01 -0.2762390716E-01  0.4100804977E+03
   19683  0.3703703704E-01  0.1371742112E-02  0.9948164022E-01  0.4567497577E-01  0.3243443141E-01  0.1324054436E-01 -0.3504858876E-01  0.2105205054E+03

# SFE on Tet grids:
ZONE, t="SFE_TET SA-neg, Tetrahedrons, AoA=0-deg"
