VARIABLES="MeshNumber","Nodes","Nodes(viscousSurf)","Nodes(farfield)","yplus","Ncell-deg(badcells)","blank","CL","CD","CDv","Cm","NSolveriter","SolverFinal-residual"
ZONE t="GGNS-FE+EPIC, Lift Adapted"
  0    28187    2585      545   0.0e+00   0  7.10542736e-13   2.60565691998e-01   4.98216623180e-02    1.467617899e-02  -1.69423145641e-01    27  6.110e-09    
  1    60491    8174     4629   3.4e+02   0  1.17239551e-13   2.43395775483e-01   3.45787705018e-02    1.468996447e-02  -1.37180271901e-01    12  4.061e-10    
  2    72711    6225     4693   7.0e+02   0  1.35003120e-13   2.46224312437e-01   3.04194826266e-02    1.335253123e-02  -1.37881132463e-01    12  3.079e-10    
  3    92145    6741     5816   4.1e+02   0  1.77635684e-13   2.50511053853e-01   2.70616572290e-02    1.168657339e-02  -1.40256645592e-01    12  3.118e-09    
  4   115875    7862     7463   2.2e+02   0  1.30562228e-13   2.56756594518e-01   2.42143339898e-02    9.915570008e-03  -1.44032838925e-01    13  3.379e-10    
  5   146488   10178     8900   1.1e+02   0  1.52766688e-13   2.67594879979e-01   2.13294370018e-02    7.999604980e-03  -1.51633895085e-01    15  2.334e-10    
  6   147329   11523     8204   6.1e+01   0  1.45661261e-13   2.69884397865e-01   1.92439670194e-02    6.590983412e-03  -1.53203722876e-01    13  7.672e-09    
  7   150464   12731     8674   3.8e+01   0  2.09300700e-12   2.70985709016e-01   1.85882668297e-02    6.149817534e-03  -1.54048167806e-01    12  7.896e-09    
  8   153072   13322     9123   2.8e+01   0  1.26046594e-11   2.71535544857e-01   1.82785608446e-02    5.944869810e-03  -1.54422637641e-01    12  8.534e-09    
  9   155010   13570     8674   2.4e+01   0  5.16426826e-13   2.71477594859e-01   1.81100028990e-02    5.805533896e-03  -1.54360426880e-01    11  6.656e-09    
 10   156021   13807     9203   2.2e+01   0  5.17954094e-12   2.71486740502e-01   1.80170263554e-02    5.731379998e-03  -1.54360893834e-01    12  4.637e-10    
 11   157313   13775     9371   2.1e+01   0  4.12044353e-13   2.71652790258e-01   1.79584980918e-02    5.701252251e-03  -1.54503347234e-01    12  3.162e-09    
 12   156583   14155     9322   2.0e+01   0  3.87070964e-12   2.71525863806e-01   1.79532061374e-02    5.679308876e-03  -1.54396879787e-01    11  6.900e-09    
 13   156778   13859     9101   2.0e+01   0  7.10977766e-12   2.71452611885e-01   1.79088322074e-02    5.662291819e-03  -1.54332960490e-01    12  2.424e-09    
 14   157427   13956     9120   1.9e+01   0  1.89853427e-12   2.71512104613e-01   1.79122573656e-02    5.655798568e-03  -1.54398281023e-01    12  3.199e-09    
 15   157898   14031     9135   1.8e+01   0  5.37255813e-12   2.71582138814e-01   1.79082816845e-02    5.657555160e-03  -1.54438903587e-01    11  7.983e-09    
 16   157405   13831     9181   1.8e+01   0  2.68256213e-11   2.71591460734e-01   1.78915452266e-02    5.629456387e-03  -1.54460219479e-01    12  7.485e-09    
 17   157796   14005     9209   1.8e+01   0  9.40260110e-13   2.71603370445e-01   1.78797900550e-02    5.640764894e-03  -1.54487359352e-01    12  5.069e-10    
 18   157629   13964     9062   1.8e+01   0  2.34906938e-12   2.71508802154e-01   1.78808293702e-02    5.635589272e-03  -1.54397257434e-01    11  8.317e-09    
 19   157364   13975     9225   1.8e+01   0  4.49928977e-12   2.71752363677e-01   1.78955760643e-02    5.636993367e-03  -1.54620318574e-01    11  6.746e-09    
 20   195345   16010    11432   1.8e+01   0  3.86666883e-12   2.71742038921e-01   1.78030367563e-02    5.608143167e-03  -1.54544579024e-01    12  7.256e-10    
 21   239742   18386    14664   1.7e+01   0  2.16719591e-12   2.71819945500e-01   1.76912382640e-02    5.578894901e-03  -1.54553767119e-01    12  1.191e-09    
 22   302461   21881    18787   1.5e+01   0  8.89767947e-12   2.71890045893e-01   1.76048193482e-02    5.544074634e-03  -1.54591926638e-01    12  8.987e-09    
 23   303559   22513    18608   1.4e+01   0  3.02246761e-12   2.71983564812e-01   1.75615139298e-02    5.516313238e-03  -1.54667933635e-01    13  2.475e-10    
 24   305741   23132    18242   1.3e+01   0  3.75136011e-12   2.71955513918e-01   1.75344312983e-02    5.498672821e-03  -1.54634828772e-01    12  8.673e-09    
 25   305267   23382    18692   1.2e+01   0  1.58770811e-11   2.71882889573e-01   1.75082647279e-02    5.487341836e-03  -1.54581012821e-01    13  2.354e-10    
 26   306450   23617    18549   1.2e+01   0  2.55834228e-12   2.71960103847e-01   1.75082518528e-02    5.483204848e-03  -1.54643414314e-01    13  2.554e-10    
 27   305921   23658    19038   1.2e+01   0  1.17922387e-11   2.71959829592e-01   1.75014849890e-02    5.477517074e-03  -1.54656702205e-01    12  7.958e-09    
 28   306671   24024    18320   1.2e+01   0  2.04447332e-12   2.71830855490e-01   1.74893224499e-02    5.471975739e-03  -1.54525125451e-01    12  8.856e-09    
 29   306439   23897    18281   1.2e+01   0  2.46193636e-12   2.71929274599e-01   1.74950728788e-02    5.473743073e-03  -1.54622605492e-01    13  2.613e-10    
 30   367544   26848    22985   1.2e+01   0  2.14727504e-12   2.71994385258e-01   1.74582219648e-02    5.463835439e-03  -1.54667321754e-01    13  3.172e-10    
 31   449317   30783    27269   1.1e+01   0  1.21665567e-11   2.71998589676e-01   1.74134705424e-02    5.453188152e-03  -1.54637318471e-01    13  3.128e-10    
 32   530604   35353    33077   1.1e+01   0  5.00325227e-12   2.72096746342e-01   1.73743346627e-02    5.434229254e-03  -1.54703916714e-01    13  3.481e-09    
 33   533196   36444    31442   1.0e+01   0  1.80975180e-12   2.72016510679e-01   1.73523520888e-02    5.424331625e-03  -1.54621848668e-01    13  1.077e-09    
 34   533996   37830    32581   9.7e+00   0  3.25395546e-12   2.72068948744e-01   1.73462344352e-02    5.412218707e-03  -1.54663271142e-01    13  1.435e-09    
 35   534733   38190    31991   9.6e+00   0  4.06815587e-11   2.72013545192e-01   1.73410922953e-02    5.411835957e-03  -1.54610649342e-01    13  2.429e-09    
 36   534869   38792    32763   9.5e+00   0  1.17159278e-11   2.71981779014e-01   1.73374799459e-02    5.411293487e-03  -1.54569692572e-01    13  1.049e-09    
 37   534916   38718    32822   9.4e+00   0  1.26878596e-11   2.72016148456e-01   1.73361582691e-02    5.408796496e-03  -1.54607526461e-01    13  8.765e-10    
 38   697007   45903    42445   9.3e+00   0  4.93065692e-12   2.71979114210e-01   1.72957114546e-02    5.396719587e-03  -1.54543026960e-01    13  1.972e-09    
 39   876281   54171    53364   9.0e+00   0  9.76757309e-11   2.72071218980e-01   1.72668489782e-02    5.385833902e-03  -1.54610837075e-01    13  2.646e-09    
 40  1077839   64933    62951   8.6e+00   0  3.13065748e-12   2.72043067776e-01   1.72364782383e-02    5.372073796e-03  -1.54561671944e-01    13  3.664e-09    
 41  1081839   67870    63218   8.3e+00   0  7.30644580e-12   2.71974157762e-01   1.72184448993e-02    5.360951151e-03  -1.54490827857e-01    13  2.650e-09    
