VARIABLES="MeshNumber","Nodes","Nodes(viscousSurf)","Nodes(farfield)","yplus","Ncell-deg(badcells)","blank","CL","CD","CDv","Cm","NSolveriter","SolverFinal-residual"
ZONE t="GGNS-FE+EPIC, Lift Adapted"
 42  1082986   69664    62265   8.2e+00   0  8.29563287e-12   2.71909572412e-01   1.72084930950e-02    5.356885288e-03  -1.54431785801e-01    14  5.203e-10    
 43  1086939   70848    63089   8.0e+00   0  4.96296529e-12   2.71890123954e-01   1.72025763504e-02    5.352574496e-03  -1.54408458625e-01    13  4.064e-09    
 44  1086975   71235    64037   8.0e+00   0  2.55754835e-12   2.71838018957e-01   1.71975176870e-02    5.347933633e-03  -1.54359049926e-01    14  5.792e-10    
 45  1087603   71897    63430   8.0e+00   0  2.35560909e-12   2.71877956550e-01   1.71997926422e-02    5.349445454e-03  -1.54396744626e-01    13  6.637e-09    
 46  1441246   85371    85715   8.0e+00   0  3.40311856e-12   2.71867380066e-01   1.71741877959e-02    5.339423139e-03  -1.54374622601e-01    14  5.881e-10    
 47  1839490  102265   108141   7.8e+00   0  1.78463075e-11   2.71993995477e-01   1.71606970432e-02    5.333585308e-03  -1.54488046351e-01    17  3.628e-09    
 48  2238959  119683   131447   7.7e+00   0  1.70604074e-11   2.72014373608e-01   1.71442484360e-02    5.323001199e-03  -1.54502304740e-01    14  3.493e-10    
 49  2244467  124176   129867   7.5e+00   0  1.88439848e-12   2.72040648381e-01   1.71402111568e-02    5.319316780e-03  -1.54532772679e-01    14  3.049e-09    
 50  2250583  125857   130835   7.5e+00   0  6.97190124e-12   2.72009672286e-01   1.71347776080e-02    5.315323915e-03  -1.54502185321e-01    14  5.525e-10    
 51  2252458  126777   131830   7.5e+00   0  6.36594904e-11   2.72042215208e-01   1.71354442662e-02    5.315459546e-03  -1.54533796164e-01    14  7.731e-10    
 52  2253367  127813   133792   7.4e+00   0  3.79100263e-11   2.72013867021e-01   1.71330193123e-02    5.314357766e-03  -1.54507016089e-01    14  6.732e-10    
 53  2252131  128236   132805   7.4e+00   0  1.18093031e-11   2.72033985339e-01   1.71353391556e-02    5.314969747e-03  -1.54526738633e-01    14  6.920e-10    
 54  2253008  128743   134139   7.4e+00   0  9.83182478e-12   2.72020949119e-01   1.71345216822e-02    5.314948128e-03  -1.54515386859e-01    14  7.525e-10    
 55  2253758  128678   134052   7.5e+00   0  2.93884837e-12   2.72004723005e-01   1.71322896661e-02    5.314052264e-03  -1.54497998945e-01    14  8.249e-10    
 56  2253396  128563   134420   7.4e+00   0  1.32336225e-12   2.72017968782e-01   1.71347514482e-02    5.314931713e-03  -1.54513865015e-01    14  7.972e-10    
 57  2250889  128833   132850   7.4e+00   0  1.36985642e-12   2.72031582414e-01   1.71343800597e-02    5.314373597e-03  -1.54522051505e-01    15  5.322e-09    
 58  2253279  128083   131755   7.4e+00   0  6.07315368e-12   2.72035755545e-01   1.71343033538e-02    5.314594734e-03  -1.54525958610e-01    14  7.926e-10    
 59  2254502  128831   135470   7.5e+00   0  1.58411268e-11   2.72011418849e-01   1.71327614599e-02    5.312702783e-03  -1.54506223953e-01    14  5.994e-10    
 
